,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
275,Conde,92,BR,1546922607,91,-11.81,-37.61,298.211,3.46
276,Almaznyy,75,RU,1546920000,85,48.03,40.04,268.15,8.0
277,Houston,1,US,1546920900,82,29.76,-95.37,292.55,3.6
278,Santa Marta,40,CO,1546920000,83,11.24,-74.21,300.15,3.1
279,Kiruna,44,SE,1546921200,73,67.86,20.23,268.15,3.1
280,Zheleznodorozhnyy,75,RU,1546920000,85,55.75,38.0,263.15,4.0
281,Cap Malheureux,75,MU,1546920000,74,-19.98,57.61,302.15,7.2
282,Rabat,0,MA,1546920000,93,34.02,-6.83,277.15,2.6
283,Mayo,75,CA,1546920000,73,63.59,-135.9,236.15,1.5
284,Dubbo,8,AU,1546920000,23,-32.25,148.6,307.15,6.2
285,Cedral,44,MX,1546922623,78,23.82,-100.72,283.061,1.21
286,Saint-Augustin,90,FR,1546920000,93,44.83,-0.61,279.15,2.1
287,Bell Ville,0,AR,1546922626,87,-32.63,-62.69,293.661,6.01
288,San Rafael del Sur,20,NI,1546920000,69,11.85,-86.44,299.15,6.2
289,Maniitsoq,92,GL,1546922629,100,65.42,-52.9,265.236,2.91
290,Marawi,20,PH,1546922630,43,8.0,124.29,304.136,2.06
291,Yulara,0,AU,1546920000,8,-25.24,130.99,309.15,5.7
292,Deputatskiy,48,RU,1546922633,0,69.3,139.9,232.386,1.21
293,Palmer,90,US,1546922100,83,61.6,-149.11,259.25,1.5
294,Chokurdakh,64,RU,1546922636,41,70.62,147.9,240.611,1.31
295,Caravelas,80,BR,1546922638,100,-17.73,-39.27,299.486,6.41
296,Saint-Pierre,90,FR,1546920000,100,48.95,4.24,282.15,6.7
297,Yerbogachen,56,RU,1546922641,73,61.28,108.01,260.711,2.66
298,Yaan,0,NG,1546922642,33,7.38,8.57,291.986,4.36
299,Tefe,24,BR,1546922644,96,-3.35,-64.71,297.836,2.01
300,Rio Grande,44,BR,1546922645,97,-32.03,-52.1,294.986,2.66
301,Aquiraz,40,BR,1546920000,94,-3.9,-38.39,299.15,2.1
302,Inhambane,20,MZ,1546920000,94,-23.87,35.38,294.15,2.06
303,Bandarbeyla,88,SO,1546922650,100,9.49,50.81,297.561,6.86
304,Chumikan,0,RU,1546922652,57,54.72,135.31,252.086,6.71
305,Tamiahua,76,MX,1546922653,90,21.28,-97.45,296.336,3.11
306,Kaitangata,0,NZ,1546922655,57,-46.28,169.85,292.061,4.86
307,Effium,0,NG,1546920000,56,6.63,8.06,293.15,2.6
308,Cidreira,92,BR,1546922658,96,-30.17,-50.22,296.961,5.36
309,Aksarka,32,RU,1546922659,32,66.56,67.8,243.011,1.31
310,Canton,90,US,1546922160,62,40.8,-81.38,287.05,4.1
311,Mersing,92,MY,1546922662,84,2.43,103.84,301.911,3.96
312,Anadyr,0,RU,1546920000,60,64.73,177.51,261.15,16.0
313,Guiratinga,36,BR,1546922665,85,-16.35,-53.76,295.836,2.16
314,Tuatapere,0,NZ,1546922667,74,-46.13,167.69,290.461,4.66
315,San Nicolas,92,HN,1546922668,96,14.94,-88.33,290.311,0.76
316,Apiai,0,BR,1546922670,82,-24.51,-48.84,294.611,1.16
317,Aldan,64,RU,1546922671,62,58.61,125.39,255.011,1.31
318,Priiskovyy,0,RU,1546922673,48,51.93,116.63,258.236,5.51
319,Itapira,44,BR,1546922674,83,-22.44,-46.82,293.611,2.01
320,Fortuna,20,ES,1546920000,87,38.18,-1.13,281.15,3.1
321,Walvis Bay,90,NA,1546920000,87,-22.95,14.51,289.15,1.0
322,Vanimo,0,PG,1546922678,99,-2.67,141.3,301.636,8.61
323,Torbay,90,CA,1546920000,79,47.66,-52.73,268.15,9.8
324,Taganak,75,PH,1546920000,79,6.08,118.3,302.15,4.1
325,Hasaki,75,JP,1546921800,39,35.73,140.83,283.15,3.6
326,Jurm,80,AF,1546922685,88,36.86,70.83,265.761,0.26
327,Sangar,0,RU,1546922686,0,63.92,127.47,235.386,1.41
328,Thinadhoo,68,MV,1546922688,100,0.53,72.93,301.136,6.46
329,Calama,0,CL,1546920000,66,-22.46,-68.93,285.15,2.1
330,Arlit,8,NE,1546922691,66,18.74,7.39,279.336,2.36
331,Iqaluit,5,CA,1546920000,67,63.75,-68.52,240.15,2.6
332,Dongsheng,88,CN,1546922693,73,29.72,112.52,279.761,4.66
333,San Onofre,0,CO,1546922695,86,9.74,-75.52,298.861,4.36
334,Barstow,1,US,1546920900,42,31.46,-103.39,284.45,4.6
335,Winneba,88,GH,1546920000,73,5.35,-0.62,298.15,2.6
336,Lasa,75,CY,1546920000,87,34.92,32.53,285.15,4.1
337,Saint-Joseph,0,FR,1546920000,92,43.56,6.97,271.15,0.5
338,Kouroussa,36,GN,1546922703,56,10.65,-9.88,289.311,3.41
339,Nacala,24,MZ,1546922705,90,-14.56,40.69,302.361,6.06
340,Ayorou,0,NE,1546922707,61,14.73,0.92,285.511,5.01
341,Aksu,75,KZ,1546920000,84,52.04,76.93,255.15,1.66
342,Hornepayne,92,CA,1546922710,96,49.22,-84.78,270.461,1.96
343,Point Fortin,20,TT,1546920000,83,10.16,-61.68,297.15,2.6
344,Roanne,90,FR,1546920000,80,46.04,4.07,277.15,2.6
345,Rock Sound,92,BS,1546922715,100,24.9,-76.2,297.061,7.31
346,Leningradskiy,0,RU,1546922716,82,69.38,178.42,250.661,9.51
347,Coahuayana,0,MX,1546922718,81,18.62,-100.35,287.886,0.86
348,Lompoc,1,US,1546920900,89,34.64,-120.46,287.05,2.6
349,Miraflores,88,CO,1546922721,100,5.2,-73.14,284.086,0.16
350,Buala,64,SB,1546922694,95,-8.15,159.59,300.861,3.66
351,Palu,88,ID,1546922724,91,-0.9,119.87,295.236,0.61
352,Chifeng,0,CN,1546922726,18,42.27,118.96,265.511,4.76
353,Mareeba,40,AU,1546920000,66,-16.99,145.42,304.15,4.6
354,Amga,24,RU,1546922730,64,60.89,131.98,247.136,1.16
355,Iranshahr,44,IR,1546920000,62,27.21,60.69,287.15,1.26
356,Lavrentiya,0,RU,1546922735,77,65.58,-170.99,255.211,12.66
357,Mubarakpur,8,IN,1546922736,100,26.09,83.29,289.511,2.86
358,Lishu,0,CN,1546922738,39,43.31,124.32,261.761,6.01
359,Haines Junction,8,CA,1546922739,0,60.75,-137.51,233.911,0.86
360,Sinnamary,88,GF,1546922692,100,5.38,-52.96,298.486,5.66
361,Turukhansk,56,RU,1546922742,86,65.8,87.96,256.461,6.41
362,Pocao de Pedras,100,BR,1546922744,87,-4.67,-44.85,296.811,1.51
363,Osakarovka,80,KZ,1546922745,83,50.56,72.58,261.836,3.91
364,Chilca,40,PE,1546920000,71,-13.22,-72.34,285.15,0.11
365,Eyl,56,SO,1546922748,94,7.98,49.82,297.636,6.36
366,Shebunino,90,RU,1546920000,85,57.66,40.04,265.15,5.0
367,Oranjemund,88,ZA,1546922751,96,-28.55,16.43,290.061,3.91
368,Salalah,20,OM,1546919400,69,17.01,54.1,296.15,2.6
369,Miguel Hidalgo,40,MX,1546919400,36,19.41,-99.19,289.15,3.6
370,Camocim,80,BR,1546922756,100,-2.9,-40.84,295.486,1.86
371,Half Moon Bay,90,US,1546922400,87,37.46,-122.43,286.15,7.46
372,Lata,24,IN,1546922759,72,30.78,78.62,279.136,0.61
373,Kingaroy,40,AU,1546920000,42,-26.54,151.84,301.15,3.6
374,Komsomolskiy,12,RU,1546922745,55,67.55,63.78,248.986,4.56
375,Huaicheng,92,CN,1546922763,85,23.91,112.19,285.161,2.06
376,Te Anau,0,NZ,1546922670,40,-45.41,167.72,293.461,1.11
377,Mehamn,75,NO,1546919400,74,71.03,27.85,272.15,4.1
378,Cabatuan,68,PH,1546922768,92,16.95,121.67,297.336,1.76
379,Sao Joao da Barra,48,BR,1546922770,100,-21.64,-41.05,299.136,13.21
380,Seoul,1,KR,1546921800,24,37.57,126.98,274.95,2.6
381,Awbari,0,LY,1546922772,62,26.59,12.77,269.011,1.41
382,Muyezerskiy,76,RU,1546922774,88,63.93,31.65,267.336,2.56
383,Japura,88,ID,1546922776,78,-0.42,102.29,301.861,1.11
384,Zastron,76,ZA,1546922777,51,-30.3,27.08,296.711,1.91
385,Narsaq,88,GL,1546922779,78,60.91,-46.05,270.511,1.86
386,Vostok,48,RU,1546922687,61,46.45,135.83,255.261,1.51
387,Quelimane,92,MZ,1546922782,100,-17.88,36.89,297.961,2.56
388,Petnehaza,68,HU,1546920000,85,48.06,22.07,263.15,4.0
389,Luderitz,8,NA,1546922785,90,-26.65,15.16,288.411,5.56
390,Russell,0,AR,1546922787,65,-33.01,-68.8,282.736,1.21
391,Cerrito,40,CO,1546920000,100,6.84,-72.7,293.15,0.71
392,Beyneu,76,KZ,1546922680,98,45.32,55.19,268.086,3.66
393,Mangrol,0,IN,1546922791,71,25.33,76.51,291.086,2.06
394,Chopovychi,64,UA,1546922793,67,50.83,28.95,262.211,1.66
395,Tual,36,ID,1546922794,99,-5.67,132.75,302.386,6.91
396,Faro,0,PT,1546920000,86,37.02,-7.94,278.15,3.6
397,Bonavista,80,CA,1546922797,100,48.65,-53.11,270.811,15.56
398,Surt,76,LY,1546922749,100,31.21,16.59,284.561,4.21
399,Kudahuvadhoo,0,MV,1546922801,100,2.67,72.89,300.886,6.81
400,Silifke,92,TR,1546922802,100,36.38,33.93,275.886,2.76
401,Tandil,0,AR,1546922804,50,-37.33,-59.14,293.511,5.01
402,Xining,0,CN,1546922805,47,36.62,101.77,265.736,1.61
403,Naze,0,NG,1546922807,89,5.43,7.07,291.711,0.86
404,Ayan,48,TR,1546922808,69,40.67,33.6,260.011,1.06
405,Valdivia,20,CL,1546920000,100,-39.81,-73.25,284.15,2.1
406,Tessalit,68,ML,1546922717,42,20.2,1.01,282.161,3.71
407,Nemuro,20,JP,1546920000,49,43.32,145.57,269.15,3.1
408,Jimo,0,CN,1546920000,44,36.39,120.46,276.15,6.0
409,Bereznik,76,RU,1546922816,89,62.86,42.71,269.611,3.31
410,Merauke,56,ID,1546922818,90,-8.49,140.4,301.461,5.21
411,Banda Aceh,68,ID,1546922819,100,5.56,95.32,300.236,1.21
412,Colorado,48,BR,1546922821,74,-22.84,-51.97,296.911,3.21
413,Richards Bay,44,ZA,1546922822,77,-28.77,32.06,296.411,2.91
414,Sisimiut,88,GL,1546922824,100,66.94,-53.67,257.061,0.86
415,Kochevo,0,BG,1546920000,67,42.1,24.92,267.15,5.7
416,Benghazi,80,LY,1546922789,100,32.12,20.07,287.661,10.51
417,Oda,40,JP,1546920000,100,35.19,132.5,284.15,8.7
418,Vizinga,80,RU,1546922831,85,61.08,50.08,268.361,4.06
419,Severnyy-Kospashskiy,92,RU,1546922835,80,59.09,57.8,259.711,6.16
420,Si Satchanalai,75,TH,1546920000,78,17.52,99.76,299.15,0.5
421,San Jeronimito,64,MX,1546922838,100,17.55,-101.33,298.086,1.11
422,Port Hedland,0,AU,1546920000,42,-20.31,118.58,311.15,5.7
423,Magadan,88,RU,1546922841,100,59.56,150.8,258.361,4.96
424,Russkaya Polyana,88,RU,1546922842,92,53.78,73.88,261.236,2.06
425,Beatrice,1,US,1546920900,74,40.27,-96.75,277.05,3.6
426,Atyrau,64,KZ,1546921800,84,47.1,51.92,257.15,4.0
427,Novoplatnirovskaya,76,RU,1546922847,85,46.1,39.41,266.986,1.31
428,Prince Rupert,90,CA,1546920420,100,54.32,-130.32,274.15,5.1
429,Suez,0,EG,1546922850,75,29.97,32.54,279.236,2.91
430,San Vicente,0,SV,1546919400,83,13.64,-88.78,296.15,1.0
431,Shumyachi,64,RU,1546922854,83,53.86,32.43,259.461,4.91
432,Coronado,24,PA,1546922720,100,8.53,-79.9,298.211,6.16
433,Salinopolis,88,BR,1546922858,100,-0.61,-47.36,299.611,4.66
434,Mastic Beach,40,US,1546922100,58,40.77,-72.85,273.85,3.1
435,Road Town,20,VG,1546919580,76,18.42,-64.62,298.15,2.6
436,Zacualtipan,20,MX,1546922862,100,20.65,-98.6,283.661,0.86
437,Atambua,24,ID,1546922864,99,-9.11,124.89,301.011,3.31
438,Abalak,0,NE,1546922865,49,15.46,6.28,281.211,4.71
439,Price,75,US,1546919580,96,39.6,-110.81,270.35,2.1
440,Comodoro Rivadavia,0,AR,1546920000,35,-45.87,-67.48,286.15,13.4
441,Aberystwyth,92,GB,1546922870,96,52.41,-4.08,279.661,5.96
442,Port Macquarie,80,AU,1546920000,58,-31.43,152.91,302.15,4.6
443,Alindao,8,CF,1546922873,90,5.04,21.21,294.736,1.86
444,Jiwani,0,PK,1546922874,77,25.05,61.74,294.711,2.46
445,Sao Jose da Coroa Grande,48,BR,1546922876,100,-8.9,-35.15,295.386,0.86
446,Goose Creek,75,US,1546921140,69,38.32,-85.65,288.15,5.1
447,Praxedis Guerrero,1,MX,1546919880,55,31.37,-106.02,282.55,2.1
448,San Jose,36,PH,1546922717,70,15.79,120.99,299.111,3.01
449,Port Augusta,0,AU,1546920000,53,-32.49,137.76,298.15,8.7
450,Paramonga,12,PE,1546922883,100,-10.68,-77.82,294.061,2.96
451,Kosh-Agach,12,RU,1546922885,50,49.99,88.66,253.161,1.51
452,Huarmey,12,PE,1546922886,91,-10.07,-78.15,288.361,1.21
453,Ambon,90,FR,1546920000,87,47.55,-2.56,282.15,3.6
454,Keflavik,40,IS,1546921800,80,64.0,-22.56,275.15,4.1
455,Ngaoundere,12,CM,1546922892,46,7.32,13.58,287.486,3.61
456,Mount Gambier,90,AU,1546920000,60,-37.83,140.78,293.15,8.2
457,Toora-Khem,48,RU,1546922894,53,52.47,96.11,253.761,1.16
458,Yeniseysk,88,RU,1546922896,77,58.45,92.17,263.361,4.06
459,Colquiri,64,BO,1546922897,93,-17.42,-67.13,273.461,1.26
460,Staryy Nadym,36,RU,1546922899,80,65.61,72.68,248.211,3.11
461,Plettenberg Bay,100,ZA,1546922901,100,-34.05,23.37,292.386,2.26
462,Souillac,90,FR,1546920000,100,45.6,-0.6,279.15,2.1
463,Vilyuysk,56,RU,1546922904,78,63.75,121.63,248.336,1.76
464,Djambala,68,CG,1546922905,92,-2.55,14.76,294.736,2.21
465,Cruz Alta,0,AR,1546922907,89,-33.01,-61.81,293.211,5.66
466,Ostrovnoy,88,RU,1546922694,94,68.05,39.51,266.361,5.46
467,Vao,92,EE,1546922743,98,59.1,26.19,273.411,3.56
468,Dharan,0,NP,1546922911,56,26.81,87.28,290.711,0.86
469,Agadir,0,MA,1546921800,70,30.42,-9.58,281.15,3.6
470,Ndola,92,ZM,1546922914,96,-12.97,28.64,292.386,2.66
471,Esso,68,RU,1546922916,67,55.93,158.7,254.761,1.06
472,Zaria,24,NG,1546922918,47,11.11,7.72,285.111,5.21
473,Rodionovo-Nesvetayskaya,75,RU,1546921800,85,47.61,39.7,268.15,7.0
474,Elbistan,76,TR,1546922921,83,38.2,37.19,266.236,0.86
475,Adrar,0,DZ,1546920000,35,27.87,-0.29,277.15,3.1
476,Luoyang,48,CN,1546922924,56,34.66,112.42,275.411,5.41
477,Bredy,36,RU,1546922925,59,52.43,60.33,253.886,1.41
478,Belyy Yar,68,RU,1546921800,84,53.6,91.39,256.15,1.0
479,Kilindoni,36,TZ,1546922928,96,-7.91,39.67,302.311,7.16
480,Ambilobe,44,MG,1546922930,96,-13.19,49.05,300.261,1.91
481,Port Said,0,EG,1546922931,66,25.34,30.55,277.636,1.26
482,Chihuahua,5,MX,1546918860,88,28.66,-106.08,281.15,1.31
483,Menomonie,90,US,1546922100,87,44.88,-91.92,274.25,1.5
484,Dingle,0,PH,1546922935,59,11.0,122.67,302.461,7.36
485,Novyy Urengoy,32,RU,1546922937,72,66.08,76.63,251.761,5.96
486,Cobija,44,BR,1546922938,86,-11.02,-68.77,297.761,1.11
487,Xichang,92,CN,1546922940,92,27.88,102.25,280.561,0.86
488,Chicama,40,PE,1546920000,88,-7.84,-79.15,296.15,2.1
489,Alice Springs,0,AU,1546921800,8,-23.7,133.88,309.15,5.7
490,Otradnoye,75,RU,1546921800,92,59.77,30.8,271.15,1.0
491,Pihani,0,IN,1546922946,100,27.62,80.2,288.386,2.36
492,Havelock,40,US,1546919880,92,34.88,-76.9,283.15,2.6
493,Faanui,76,PF,1546922949,100,-16.48,-151.75,301.486,2.56
494,Bua Yai,12,TH,1546922950,47,15.59,102.43,305.086,2.26
495,Mao,20,DO,1546920000,100,19.55,-71.08,294.15,2.1
496,San Andres,36,PH,1546922953,96,13.32,122.68,300.361,6.91
497,Yorkton,90,CA,1546920000,78,51.21,-102.46,260.15,13.4
498,Broken Hill,0,AU,1546920000,14,-31.97,141.45,307.15,4.6
499,Chara,20,GR,1546921200,67,39.42,22.43,268.15,5.1
500,Lunglei,0,IN,1546922960,62,22.89,92.75,294.411,1.01
501,Tolga,0,DZ,1546920000,65,34.73,5.38,280.15,2.6
502,Vikindu,75,TZ,1546920000,83,-6.98,39.3,301.15,4.1
503,Melfi,20,IT,1546919700,92,41.0,15.66,274.15,2.6
504,Severo-Kurilsk,56,RU,1546922966,100,50.68,156.12,271.061,11.56
505,Paciran,36,ID,1546922967,80,-6.9,112.33,304.261,1.06
506,La Asuncion,92,EC,1546922969,97,-1.64,-78.74,281.136,0.16
507,Zatoka,75,PL,1546921800,79,50.04,20.52,268.15,1.0
508,Shizunai,12,JP,1546922972,95,42.33,142.37,269.136,3.66
509,Havre-Saint-Pierre,20,CA,1546920000,49,50.23,-63.6,257.15,5.1
510,Valparaiso,1,US,1546922100,87,41.47,-87.06,283.15,3.1
511,Amarante do Maranhao,88,BR,1546922976,87,-5.57,-46.74,295.986,1.16
512,Roald,92,NO,1546921200,86,62.58,6.12,277.15,6.7
513,Ust-Maya,56,RU,1546922979,34,60.42,134.54,242.136,1.21
514,Presidencia Roque Saenz Pena,0,AR,1546922981,91,-26.79,-60.44,293.836,1.46
515,Berlevag,75,NO,1546919400,74,70.86,29.09,272.15,4.1
516,Dawei,24,MM,1546922984,76,14.07,98.19,301.836,1.41
517,Eureka,20,US,1546922100,100,40.8,-124.16,284.25,8.2
518,Iracoubo,92,GF,1546922987,92,5.48,-53.21,296.836,2.51
519,Noyabrsk,20,RU,1546922988,75,63.2,75.45,251.261,3.51
520,Hirara,75,JP,1546921620,94,24.8,125.28,295.15,3.1
521,Dalvik,92,SE,1546921200,100,57.79,14.13,275.15,2.1
522,Muscle Shoals,90,US,1546922100,76,34.75,-87.67,289.85,3.1
523,Colac,0,AU,1546922995,50,-38.34,143.59,296.086,2.91
524,Caxito,56,BR,1546922715,78,-22.65,-42.51,297.811,4.31
525,Gazojak,88,TM,1546922997,100,41.19,61.4,279.361,6.11
526,Omboue,92,GA,1546922999,100,-1.57,9.26,298.611,0.86
527,Ahome,40,MX,1546919460,82,25.92,-109.18,291.15,6.7
528,Itoman,75,JP,1546921800,72,26.12,127.67,293.25,3.1
529,Kjollefjord,75,NO,1546919400,74,70.95,27.35,272.15,4.1
530,Atakpame,8,TG,1546923005,51,7.53,1.13,293.761,1.96
531,Birganj,0,NP,1546923006,100,27.01,84.88,290.236,2.11
532,Waverly,90,US,1546922100,74,37.04,-77.1,280.15,1.61
533,Galesong,20,ID,1546921800,84,-5.32,119.37,303.15,4.6
534,Dryden,90,CA,1546921680,92,49.79,-92.84,270.15,7.2
535,Mamakan,68,RU,1546923013,57,57.82,114.02,261.886,2.46
536,Barguzin,44,RU,1546923014,58,53.62,109.63,256.961,1.16
537,Cookeville,90,US,1546922100,55,36.16,-85.5,289.15,6.2
538,Metro,12,ID,1546923017,80,-5.11,105.31,304.336,1.81
539,Fare,68,PF,1546922736,100,-16.7,-151.02,300.086,0.76
540,Cornwall,90,CA,1546921740,87,45.02,-74.73,264.15,6.2
541,Sechura,44,PE,1546922873,93,-5.56,-80.82,295.161,2.76
542,Berezyne,68,UA,1546923023,77,46.23,29.2,264.561,4.51
543,Takoradi,88,GH,1546923025,100,4.89,-1.75,299.411,1.91
544,Liling,75,CN,1546920000,75,27.65,113.49,278.15,4.0
545,Zinder,8,NE,1546923028,57,13.81,8.99,283.311,5.01
546,Marabba,0,SD,1546923029,31,12.35,32.18,293.736,5.56
547,Homer,1,US,1546919580,70,59.64,-151.54,263.15,2.6
548,Harper,1,US,1546922100,91,30.3,-99.24,283.75,2.1
